star,star_url,nationality,image_url
Talia Shire,https://www.imdb.com/name/nm0001735/,USA,https://m.media-amazon.com/images/M/MV5BMTkwMzc0NjQzNV5BMl5BanBnXkFtZTYwNzM0NTk3._V1_.jpg
Burt Young,https://www.imdb.com/name/nm0949350/,USA,https://m.media-amazon.com/images/M/MV5BMTgzMDYzNjU4Ml5BMl5BanBnXkFtZTgwMDk0OTI5MDE@._V1_.jpg
Carl Weathers,https://www.imdb.com/name/nm0001835/,USA,https://m.media-amazon.com/images/M/MV5BMjIxMjcyMjc5Ml5BMl5BanBnXkFtZTgwMDI2Nzk4NzM@._V1_.jpg
Charlie Sheen,https://www.imdb.com/name/nm0000221/,USA,https://m.media-amazon.com/images/M/MV5BMTIyNDQ5Nzk2OF5BMl5BanBnXkFtZTcwODU4MTU5MQ@@._V1_.jpg
Tom Berenger,https://www.imdb.com/name/nm0000297/,USA,https://m.media-amazon.com/images/M/MV5BMTk1OTQ5MzUzM15BMl5BanBnXkFtZTgwMDUxMTY1NDE@._V1_.jpg
Willem Dafoe,https://www.imdb.com/name/nm0000353/,USA,https://m.media-amazon.com/images/M/MV5BOWU4MTI2OTctODQ1ZS00MGM1LWJkM2EtODE3MGNkNmIyZDEwXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_.jpg
Keith David,https://www.imdb.com/name/nm0202966/,USA,https://m.media-amazon.com/images/M/MV5BMTI5OTU4ODI1MF5BMl5BanBnXkFtZTcwMjU1NjkyNA@@._V1_.jpg
Brad Garrett,https://www.imdb.com/name/nm0004951/,USA,https://m.media-amazon.com/images/M/MV5BMjEwMjYyMjYxNF5BMl5BanBnXkFtZTgwNzE0MDU3ODE@._V1_.jpg
Lou Romano,https://www.imdb.com/name/nm0738918/,NA,https://m.media-amazon.com/images/M/MV5BMzU2MzM5NDA0M15BMl5BanBnXkFtZTcwMzMxNjUwOA@@._V1_.jpg
Patton Oswalt,https://www.imdb.com/name/nm0652663/,USA,https://m.media-amazon.com/images/M/MV5BMTU1OTEyNjEyNl5BMl5BanBnXkFtZTgwODkxMjI4NzM@._V1_.jpg
Ian Holm,https://www.imdb.com/name/nm0000453/,UK,https://m.media-amazon.com/images/M/MV5BMTI0ODA2MjM2NF5BMl5BanBnXkFtZTYwNDg5NDIz._V1_.jpg
Mark Ruffalo,https://www.imdb.com/name/nm0749263/,USA,https://m.media-amazon.com/images/M/MV5BNWIzZTI1ODUtZTUzMC00NTdiLWFlOTYtZTg4MGZkYmU4YzNlXkEyXkFqcGdeQXVyNTExOTk5Nzg@._V1_.jpg
Michael Keaton,https://www.imdb.com/name/nm0000474/,USA,https://m.media-amazon.com/images/M/MV5BZmNiZmMzN2MtOTNkMy00YjA1LTg4NzktMWI4Njg1NzI3ODAyXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_.jpg
Rachel McAdams,https://www.imdb.com/name/nm1046097/,Canada,https://m.media-amazon.com/images/M/MV5BMTY5ODcxMDU4NV5BMl5BanBnXkFtZTcwMjAzNjQyNQ@@._V1_.jpg
Liev Schreiber,https://www.imdb.com/name/nm0000630/,USA,https://m.media-amazon.com/images/M/MV5BMjM5NjI1NzA1Ml5BMl5BanBnXkFtZTgwNDc0ODM3ODE@._V1_.jpg
Arnold Schwarzenegger,https://www.imdb.com/name/nm0000216/,Austria,https://m.media-amazon.com/images/M/MV5BMTI3MDc4NzUyMV5BMl5BanBnXkFtZTcwMTQyMTc5MQ@@._V1_.jpg
Linda Hamilton,https://www.imdb.com/name/nm0000157/,USA,https://m.media-amazon.com/images/M/MV5BN2NiY2M2YmMtMjQ3ZS00YjUyLWFkMmItNmUzNGQ2MjZlNDRhXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_.jpg
Michael Biehn,https://www.imdb.com/name/nm0000299/,USA,https://m.media-amazon.com/images/M/MV5BMTM2OTI1MTEyOV5BMl5BanBnXkFtZTcwMzM5NTQ4NA@@._V1_.jpg
Paul Winfield,https://www.imdb.com/name/nm0934902/,USA,https://m.media-amazon.com/images/M/MV5BMTI3MDUxMjk1MF5BMl5BanBnXkFtZTYwMTUwNDM2._V1_.jpg
Hugh Jackman,https://www.imdb.com/name/nm0413168/,Australia,https://m.media-amazon.com/images/M/MV5BNDExMzIzNjk3Nl5BMl5BanBnXkFtZTcwOTE4NDU5OA@@._V1_.jpg
Patrick Stewart,https://www.imdb.com/name/nm0001772/,UK,https://m.media-amazon.com/images/M/MV5BMTc0MzU5ODQ5OF5BMl5BanBnXkFtZTYwODIwODk1._V1_.jpg
Dafne Keen,https://www.imdb.com/name/nm6748436/,Spain,https://m.media-amazon.com/images/M/MV5BMzk1YTFkNmItZGUzOC00YzVlLTkwOGUtMDY0YTAyYmEwYWZlXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_.jpg
Boyd Holbrook,https://www.imdb.com/name/nm2933542/,USA,https://m.media-amazon.com/images/M/MV5BMWY3YjA0NDYtYTUwYi00YjEyLTlkNTktNjFlZmY1ZmVhN2VmXkEyXkFqcGdeQXVyNzczNzg0ODc@._V1_.jpg
Wil Wheaton,https://www.imdb.com/name/nm0000696/,USA,https://m.media-amazon.com/images/M/MV5BMTg1Mjc5OTc3MF5BMl5BanBnXkFtZTcwODM1MTA4Mg@@._V1_.jpg
River Phoenix,https://www.imdb.com/name/nm0000203/,USA,https://m.media-amazon.com/images/M/MV5BMWZmMjQ5ZDgtZWNhZi00ZTkwLThmNmYtNmEyOWIzYmY1M2RkXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
Corey Feldman,https://www.imdb.com/name/nm0000397/,USA,https://m.media-amazon.com/images/M/MV5BMTBlYjdlYWMtNjk0Ni00MzIyLWFlMDItNjY3ZTYwZDJkZjMwXkEyXkFqcGdeQXVyMTUxNzQ3MzY4._V1_.jpg
Jerry O'Connell,https://www.imdb.com/name/nm0005278/,USA,https://m.media-amazon.com/images/M/MV5BMTYwNTI3MjcyMF5BMl5BanBnXkFtZTcwNzIyMTA3Mw@@._V1_.jpg
Daniel Brühl,https://www.imdb.com/name/nm0117709/,Spain,https://m.media-amazon.com/images/M/MV5BMzliYzY1NWQtNTFhYy00NjVhLTlkOGItY2RhNDgwOTg5ZDhiXkEyXkFqcGdeQXVyNTkzODg0ODk@._V1_.jpg
Chris Hemsworth,https://www.imdb.com/name/nm1165110/,Australia,https://m.media-amazon.com/images/M/MV5BOTU2MTI0NTIyNV5BMl5BanBnXkFtZTcwMTA4Nzc3OA@@._V1_.jpg
Olivia Wilde,https://www.imdb.com/name/nm1312575/,USA,https://m.media-amazon.com/images/M/MV5BMTg5NTc1NzgwOV5BMl5BanBnXkFtZTcwMTcyMjIzMQ@@._V1_.jpg
Alexandra Maria Lara,https://www.imdb.com/name/nm0487884/,Romania,https://m.media-amazon.com/images/M/MV5BMTkzMDQ5ODM4OV5BMl5BanBnXkFtZTcwNjMzODI3MQ@@._V1_.jpg
Emile Hirsch,https://www.imdb.com/name/nm0386472/,USA,https://m.media-amazon.com/images/M/MV5BZjM4OTg0NTMtN2NmNS00ZGVjLWFmNWEtZDZiY2Y1ZDFjYWYzXkEyXkFqcGdeQXVyNjk1MjYyNTA@._V1_.jpg
Vince Vaughn,https://www.imdb.com/name/nm0000681/,USA,https://m.media-amazon.com/images/M/MV5BMTQ1MDA0MzE0MF5BMl5BanBnXkFtZTYwOTUzOTI4._V1_.jpg
Catherine Keener,https://www.imdb.com/name/nm0001416/,USA,https://m.media-amazon.com/images/M/MV5BMjIwMzQ1Mzg1MF5BMl5BanBnXkFtZTcwNTE4MTU5MQ@@._V1_.jpg
Marcia Gay Harden,https://www.imdb.com/name/nm0001315/,USA,N/A
Ethan Hawke,https://www.imdb.com/name/nm0000160/,USA,https://m.media-amazon.com/images/M/MV5BMTk4NDMxMTI0MF5BMl5BanBnXkFtZTYwMjE3ODE0._V1_.jpg
Julie Delpy,https://www.imdb.com/name/nm0000365/,France,https://m.media-amazon.com/images/M/MV5BMTg4ODM0MjI5NV5BMl5BanBnXkFtZTYwNDQ5NjM1._V1_.jpg
Vernon Dobtcheff,https://www.imdb.com/name/nm0229943/,France,https://m.media-amazon.com/images/M/MV5BMTA3ODU2MzI0MjReQTJeQWpwZ15BbWU3MDYxODU2MjE@._V1_.jpg
Louise Lemoine Torrès,https://www.imdb.com/name/nm1195302/,NA,https://m.media-amazon.com/images/M/MV5BMTc3ODk1OTgxNV5BMl5BanBnXkFtZTgwNDc4OTQ5OTE@._V1_.jpg
Judy Garland,https://www.imdb.com/name/nm0000023/,USA,https://m.media-amazon.com/images/M/MV5BNTRkMDRhNzgtZjRhZC00YjRjLWFkZTktYzQ4NmE2YzNkZjYxXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg
Frank Morgan,https://www.imdb.com/name/nm0604656/,USA,https://m.media-amazon.com/images/M/MV5BMTkzMTc0MzQ2OV5BMl5BanBnXkFtZTcwMzI5NTkxNA@@._V1_.jpg
Ray Bolger,https://www.imdb.com/name/nm0001961/,USA,https://m.media-amazon.com/images/M/MV5BMTUyNTI0NjUxMl5BMl5BanBnXkFtZTYwOTIxMTM2._V1_.jpg
Bert Lahr,https://www.imdb.com/name/nm0481618/,USA,https://m.media-amazon.com/images/M/MV5BMjcyNTY2MDgwMF5BMl5BanBnXkFtZTcwNjM3ODIyOA@@._V1_.jpg
Bill Murray,https://www.imdb.com/name/nm0000195/,USA,https://m.media-amazon.com/images/M/MV5BMTQ1OTM0MjEwOF5BMl5BanBnXkFtZTYwNTQwNzI1._V1_.jpg
Andie MacDowell,https://www.imdb.com/name/nm0000510/,USA,https://m.media-amazon.com/images/M/MV5BZTJjNmI3MzgtN2Q2Yi00NzQ3LTk2YzQtMzE2MmFkMWVhYzYxXkEyXkFqcGdeQXVyMTE1MTYxNDAw._V1_.jpg
Chris Elliott,https://www.imdb.com/name/nm0254402/,USA,https://m.media-amazon.com/images/M/MV5BMTM2NDY3MDcwNl5BMl5BanBnXkFtZTYwMjgxNDA2._V1_.jpg
Stephen Tobolowsky,https://www.imdb.com/name/nm0864997/,USA,https://m.media-amazon.com/images/M/MV5BOTYyMTU5NzcyMF5BMl5BanBnXkFtZTcwNDYxNDk3Mw@@._V1_.jpg
Myrna Loy,https://www.imdb.com/name/nm0001485/,USA,https://m.media-amazon.com/images/M/MV5BMjAwMzU0NjY4NF5BMl5BanBnXkFtZTYwNDE3NjQ2._V1_.jpg
Dana Andrews,https://www.imdb.com/name/nm0000763/,USA,https://m.media-amazon.com/images/M/MV5BNjQ3ODQzNjQ1MV5BMl5BanBnXkFtZTYwMjExMTM2._V1_.jpg
Fredric March,https://www.imdb.com/name/nm0545298/,USA,https://m.media-amazon.com/images/M/MV5BNTI3MDEyMzg2OF5BMl5BanBnXkFtZTYwNzA2MjI2._V1_.jpg
Teresa Wright,https://www.imdb.com/name/nm0942863/,USA,https://m.media-amazon.com/images/M/MV5BMjA5NDk5MDU1Ml5BMl5BanBnXkFtZTYwMjg2MjI2._V1_.jpg
Ellen Burstyn,https://www.imdb.com/name/nm0000995/,USA,https://m.media-amazon.com/images/M/MV5BMTU4MjYxMDc3MF5BMl5BanBnXkFtZTYwNzU3MDIz._V1_.jpg
Max von Sydow,https://www.imdb.com/name/nm0001884/,Sweden,https://m.media-amazon.com/images/M/MV5BMTI3MDQzOTMwN15BMl5BanBnXkFtZTYwMDgyMjM1._V1_.jpg
Linda Blair,https://www.imdb.com/name/nm0000304/,USA,https://m.media-amazon.com/images/M/MV5BMTYxNzMxMTMwMV5BMl5BanBnXkFtZTYwODM3MTI0._V1_.jpg
Lee J. Cobb,https://www.imdb.com/name/nm0002011/,USA,https://m.media-amazon.com/images/M/MV5BNDc3MTM0MDQyMF5BMl5BanBnXkFtZTYwMTczMTg2._V1_.jpg
Craig T. Nelson,https://www.imdb.com/name/nm0005266/,USA,https://m.media-amazon.com/images/M/MV5BMTI0ODQwMDU1OV5BMl5BanBnXkFtZTcwMDkxNTE2Mg@@._V1_.jpg
Samuel L. Jackson,https://www.imdb.com/name/nm0000168/,USA,https://m.media-amazon.com/images/M/MV5BMTQ1NTQwMTYxNl5BMl5BanBnXkFtZTYwMjA1MzY1._V1_.jpg
Holly Hunter,https://www.imdb.com/name/nm0000456/,USA,https://m.media-amazon.com/images/M/MV5BMjIzNzg1ODA1NF5BMl5BanBnXkFtZTcwNTI4NzQ4Mg@@._V1_.jpg
Jason Lee,https://www.imdb.com/name/nm0005134/,USA,https://m.media-amazon.com/images/M/MV5BMTc4MDc3ODgwMF5BMl5BanBnXkFtZTYwNzY2OTI3._V1_.jpg
Carole Lombard,https://www.imdb.com/name/nm0001479/,USA,https://m.media-amazon.com/images/M/MV5BNTg5NjI3MDA5Nl5BMl5BanBnXkFtZTcwMzY3OTQ4Mg@@._V1_.jpg
Jack Benny,https://www.imdb.com/name/nm0000912/,USA,https://m.media-amazon.com/images/M/MV5BMjAwODk0MzE2MF5BMl5BanBnXkFtZTcwOTQ2NjMyNA@@._V1_.jpg
Robert Stack,https://www.imdb.com/name/nm0821041/,USA,https://m.media-amazon.com/images/M/MV5BYTM3ZjIwNGEtNjE2ZS00M2UwLWEzYTMtYTMxNDM0YjU1MWFlXkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_.jpg
Felix Bressart,https://www.imdb.com/name/nm0107795/,🇷🇺,https://m.media-amazon.com/images/M/MV5BYjc2MWFhYzUtMjgyZS00YzE3LWI0MzUtM2VkNWZiZjUyZThjXkEyXkFqcGdeQXVyNTk5NzQ5Ng@@._V1_.jpg
Vincent Cassel,https://www.imdb.com/name/nm0001993/,France,https://m.media-amazon.com/images/M/MV5BMTc1NDUzMzM5MV5BMl5BanBnXkFtZTcwNzY1OTYyOQ@@._V1_.jpg
Hubert Koundé,https://www.imdb.com/name/nm0468003/,NA,https://m.media-amazon.com/images/M/MV5BY2ZlZWYxMWQtMzNmNS00Yzg0LTgyZGItMzQ2NzQ5ZDg5ODRjL2ltYWdlXkEyXkFqcGdeQXVyNDAxOTExNTM@._V1_.jpg
Saïd Taghmaoui,https://www.imdb.com/name/nm0846548/,France,https://m.media-amazon.com/images/M/MV5BMTY4OTc0NjkwMF5BMl5BanBnXkFtZTcwNTcwOTgyNQ@@._V1_.jpg
Abdel Ahmed Ghili,https://www.imdb.com/name/nm0315760/,NA,N/A
Brahim Hadjadj,https://www.imdb.com/name/nm0352835/,NA,https://m.media-amazon.com/images/M/MV5BMzI3NDA1NjA1NF5BMl5BanBnXkFtZTgwNTc1ODg3NTE@._V1_.jpg
Jean Martin,https://www.imdb.com/name/nm0552483/,France,https://m.media-amazon.com/images/M/MV5BNDY2MDA0ODUyMF5BMl5BanBnXkFtZTcwNjI5ODQwNw@@._V1_.jpg
Yacef Saadi,https://www.imdb.com/name/nm0754272/,Algeria,https://m.media-amazon.com/images/M/MV5BMTc3ODMyMzM4M15BMl5BanBnXkFtZTgwMzc1ODg3NTE@._V1_.jpg
Samia Kerbash,https://www.imdb.com/name/nm0449197/,NA,N/A
Johnny Depp,https://www.imdb.com/name/nm0000136/,USA,https://m.media-amazon.com/images/M/MV5BOTBhMTI1NDQtYmU4Mi00MjYyLTk5MjEtZjllMDkxOWY3ZGRhXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_.jpg
Geoffrey Rush,https://www.imdb.com/name/nm0001691/,Australia,https://m.media-amazon.com/images/M/MV5BMTg2MjkxNDU0NV5BMl5BanBnXkFtZTcwOTk3MDQ0NA@@._V1_.jpg
Orlando Bloom,https://www.imdb.com/name/nm0089217/,UK,https://m.media-amazon.com/images/M/MV5BMjE1MDkxMjQ3NV5BMl5BanBnXkFtZTcwMzQ3Mjc4MQ@@._V1_.jpg
Keira Knightley,https://www.imdb.com/name/nm0461136/,UK,https://m.media-amazon.com/images/M/MV5BMTYwNDM0NDA3M15BMl5BanBnXkFtZTcwNTkzMjQ3OA@@._V1_.jpg
Richard Gere,https://www.imdb.com/name/nm0000152/,USA,https://m.media-amazon.com/images/M/MV5BMTI2NDQ2OTY4M15BMl5BanBnXkFtZTYwNTYyNjc4._V1_.jpg
Joan Allen,https://www.imdb.com/name/nm0000260/,USA,https://m.media-amazon.com/images/M/MV5BMTU1MjIwNTk5Ml5BMl5BanBnXkFtZTcwNjA2MzQxMw@@._V1_.jpg
Cary-Hiroyuki Tagawa,https://www.imdb.com/name/nm0846480/,Japan,https://m.media-amazon.com/images/M/MV5BMjE0MDEyMjcxMV5BMl5BanBnXkFtZTgwMDE5MDcwMTI@._V1_.jpg
Sarah Roemer,https://www.imdb.com/name/nm2105255/,USA,https://m.media-amazon.com/images/M/MV5BMTk3OTQ1MzAxMV5BMl5BanBnXkFtZTcwNDIyOTkzMQ@@._V1_.jpg
Suriya,https://www.imdb.com/name/nm1421814/,India,https://m.media-amazon.com/images/M/MV5BYjEyODkwMTUtMWQ2Mi00MTJjLWE2MTAtM2ExMzljNGY0ZTc2XkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_.jpg
Lijo Mol Jose,https://www.imdb.com/name/nm7934649/,India,https://m.media-amazon.com/images/M/MV5BNGJmN2E2ZjktMzk2Ny00ZWE5LTkxMWYtZDdjODE2ZTFlNmM1XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg
Manikandan K.,https://www.imdb.com/name/nm8904193/,India,N/A
Rajisha Vijayan,https://www.imdb.com/name/nm8135195/,India,https://m.media-amazon.com/images/M/MV5BZjBkNTg4OTktMzMxMy00Y2Q1LTkyMzUtNjc2NWNkYzEwYjdiXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg
Çetin Tekindor,https://www.imdb.com/name/nm1002038/,Turkey,https://m.media-amazon.com/images/M/MV5BMDU5MTJkMzMtMWFiNC00NmY5LTk1ODUtYTg5OTZlZDY0Nzg2XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_.jpg
Fikret Kuskan,https://www.imdb.com/name/nm0476334/,Turkey,https://m.media-amazon.com/images/M/MV5BMjFkN2FjMGItMTY2YS00ZDIxLTgxMGItYWNmY2ZjMjgxMmVkXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_.jpg
Hümeyra,https://www.imdb.com/name/nm0406157/,Turkey,https://m.media-amazon.com/images/M/MV5BMjEwMTI5MTAwM15BMl5BanBnXkFtZTgwNjA1MjI0MDI@._V1_.jpg
Ege Tanman,https://www.imdb.com/name/nm2020015/,Turkey,https://m.media-amazon.com/images/M/MV5BMTI1NTQ3MjEyM15BMl5BanBnXkFtZTcwMzUxMzIzMQ@@._V1_.jpg
Emilio Echevarría,https://www.imdb.com/name/nm0248408/,Mexico,https://m.media-amazon.com/images/M/MV5BMjAwNDgyMTE5OF5BMl5BanBnXkFtZTcwODQ2NzIwNw@@._V1_.jpg
Gael García Bernal,https://www.imdb.com/name/nm0305558/,Mexico,https://m.media-amazon.com/images/M/MV5BMTkzNjg4NzMwNF5BMl5BanBnXkFtZTYwMjExNjQ0._V1_.jpg
Goya Toledo,https://www.imdb.com/name/nm0865949/,Spain,https://m.media-amazon.com/images/M/MV5BY2U0YTYwZTItYzQ3OS00NzQzLWE4NjktMzkzMjY1ZjdmYThhXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_.jpg
Álvaro Guerrero,https://www.imdb.com/name/nm0346270/,Mexico,https://m.media-amazon.com/images/M/MV5BMTQ0ZTRmYWQtZWRjMS00ZWY1LWFjNDUtZTNmMmI1YThjZDY4XkEyXkFqcGdeQXVyMzcwODk1NDA@._V1_.jpg
Laurence Olivier,https://www.imdb.com/name/nm0000059/,UK,https://m.media-amazon.com/images/M/MV5BNzc0YTAzYWEtNjJkOC00NjE5LWI0ZDYtMGYzOWVlN2UwYTNkXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
Joan Fontaine,https://www.imdb.com/name/nm0000021/,Japan,https://m.media-amazon.com/images/M/MV5BMTUwMzk0NjkyMV5BMl5BanBnXkFtZTYwNTUyMjI2._V1_.jpg
George Sanders,https://www.imdb.com/name/nm0001695/,🇷🇺,N/A
Judith Anderson,https://www.imdb.com/name/nm0000752/,Australia,https://m.media-amazon.com/images/M/MV5BMTM0NTA4Mzk3Ml5BMl5BanBnXkFtZTYwNzQ2MzM2._V1_.jpg
Paul Newman,https://www.imdb.com/name/nm0000056/,USA,https://m.media-amazon.com/images/M/MV5BOWY2MDlmNTAtYWQ3Mi00YTU0LWEzZDYtYmEyM2UzYTY2YTM1XkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
George Kennedy,https://www.imdb.com/name/nm0001421/,USA,https://m.media-amazon.com/images/M/MV5BMTIxMTk0MDg5N15BMl5BanBnXkFtZTYwOTAzNTc1._V1_.jpg
Strother Martin,https://www.imdb.com/name/nm0001510/,USA,https://m.media-amazon.com/images/M/MV5BMTU2NDU1MjMyMF5BMl5BanBnXkFtZTcwMDg0MjYwOA@@._V1_.jpg
J.D. Cannon,https://www.imdb.com/name/nm0134201/,USA,https://m.media-amazon.com/images/M/MV5BMTk1NDM4OTY2MF5BMl5BanBnXkFtZTcwMzc4MDYxOA@@._V1_.jpg
Kim Min-hee,https://www.imdb.com/name/nm1195119/,South Korea,https://m.media-amazon.com/images/M/MV5BMjAyNzI3MjU3OF5BMl5BanBnXkFtZTgwMjgwMTEyMjE@._V1_.jpg
Ha Jung-woo,https://www.imdb.com/name/nm1978402/,NA,https://m.media-amazon.com/images/M/MV5BMTc4NTYwMTAxNF5BMl5BanBnXkFtZTcwNTQ2Mzc3NA@@._V1_.jpg
Cho Jin-woong,https://www.imdb.com/name/nm2437361/,South Korea,https://m.media-amazon.com/images/M/MV5BMTg2MjUxMzExMF5BMl5BanBnXkFtZTgwMTgyMjE5ODE@._V1_.jpg
Moon So-ri,https://www.imdb.com/name/nm0600668/,South Korea,https://m.media-amazon.com/images/M/MV5BMTM4OTEzNzU2MF5BMl5BanBnXkFtZTgwMTE5MTU0MDE@._V1_.jpg
Jean-Pierre Léaud,https://www.imdb.com/name/nm0529543/,France,https://m.media-amazon.com/images/M/MV5BMTM1NTA2MTQyMF5BMl5BanBnXkFtZTcwNDQ0MzA5Ng@@._V1_.jpg
Albert Rémy,https://www.imdb.com/name/nm0753716/,France,https://m.media-amazon.com/images/M/MV5BZTFkZGJiMjYtZjk3ZS00NDI2LTk3MDEtNWVmMTlhNjIyNWUzXkEyXkFqcGdeQXVyMTk4MDgwNA@@._V1_.jpg
Claire Maurier,https://www.imdb.com/name/nm0561158/,France,https://m.media-amazon.com/images/M/MV5BNzgwNjA5ODc0M15BMl5BanBnXkFtZTgwMDU3OTg3NTM@._V1_.jpg
Guy Decomble,https://www.imdb.com/name/nm0213948/,France,https://m.media-amazon.com/images/M/MV5BZTMyY2JkY2UtNGVhMS00MzhlLTliODEtYzMzYjQ0ZTczYzc3XkEyXkFqcGdeQXVyMTI3MDk3MzQ@._V1_.jpg
Julie Andrews,https://www.imdb.com/name/nm0000267/,UK,https://m.media-amazon.com/images/M/MV5BMjExMTYyODA2Ml5BMl5BanBnXkFtZTYwMTgyMDA0._V1_.jpg
Christopher Plummer,https://www.imdb.com/name/nm0001626/,Canada,https://m.media-amazon.com/images/M/MV5BMTU5MzQ5MDY3NF5BMl5BanBnXkFtZTcwNzMxOTU5Ng@@._V1_.jpg
Eleanor Parker,https://www.imdb.com/name/nm0662223/,USA,https://m.media-amazon.com/images/M/MV5BMTU0MTE1MDYxMF5BMl5BanBnXkFtZTcwODU2NTUwOA@@._V1_.jpg
Richard Haydn,https://www.imdb.com/name/nm0370821/,UK,https://m.media-amazon.com/images/M/MV5BMjkxNzM0NTY2OF5BMl5BanBnXkFtZTcwNzQ3NjAxOA@@._V1_.jpg
Clark Gable,https://www.imdb.com/name/nm0000022/,USA,https://m.media-amazon.com/images/M/MV5BMjE1NDY5MjM5Ml5BMl5BanBnXkFtZTYwNTU1OTQ2._V1_.jpg
Claudette Colbert,https://www.imdb.com/name/nm0001055/,France,https://m.media-amazon.com/images/M/MV5BMTA3MzcwMzQ4NzZeQTJeQWpwZ15BbWU2MDYyOTY0Ng@@._V1_.jpg
Walter Connolly,https://www.imdb.com/name/nm0175369/,USA,https://m.media-amazon.com/images/M/MV5BMTY3Mzk2NDA5MV5BMl5BanBnXkFtZTcwNTc4NTAzOA@@._V1_.jpg
Roscoe Karns,https://www.imdb.com/name/nm0439850/,USA,https://m.media-amazon.com/images/M/MV5BMjA5NTA1MDc3Ml5BMl5BanBnXkFtZTcwNTA5NTAzOA@@._V1_.jpg
Bibi Andersson,https://www.imdb.com/name/nm0000761/,Sweden,https://m.media-amazon.com/images/M/MV5BY2ZhNGIzNzgtMGU0MC00YjQ2LWJkMWUtZmExZTU5MmRhZjA4XkEyXkFqcGdeQXVyNTk5NzQ5Ng@@._V1_.jpg
Liv Ullmann,https://www.imdb.com/name/nm0880521/,Japan,https://m.media-amazon.com/images/M/MV5BMjA1MDQ2MDY3Nl5BMl5BanBnXkFtZTYwMzQ3NzQ2._V1_.jpg
Margaretha Krook,https://www.imdb.com/name/nm0472234/,Sweden,https://m.media-amazon.com/images/M/MV5BZTI0ODQwNjktZmZiNS00M2EwLTlmOWQtNDUzZTE2MDc2OWZiXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_.jpg
Gunnar Björnstrand,https://www.imdb.com/name/nm0085038/,Sweden,https://m.media-amazon.com/images/M/MV5BMTUzODQ4NjI3M15BMl5BanBnXkFtZTcwMTUyMDEyOA@@._V1_.jpg
Eli Marienthal,https://www.imdb.com/name/nm0547349/,USA,https://m.media-amazon.com/images/M/MV5BMjIwOTc5MTE1Nl5BMl5BanBnXkFtZTcwODI4MTcyOA@@._V1_.jpg
Harry Connick Jr.,https://www.imdb.com/name/nm0001065/,USA,https://m.media-amazon.com/images/M/MV5BMjMwNjg0MTExOF5BMl5BanBnXkFtZTgwMTg4MTcxMDE@._V1_.jpg
Jennifer Aniston,https://www.imdb.com/name/nm0000098/,USA,https://m.media-amazon.com/images/M/MV5BNjk1MjIxNjUxNF5BMl5BanBnXkFtZTcwODk2NzM4Mg@@._V1_.jpg
Vin Diesel,https://www.imdb.com/name/nm0004874/,USA,https://m.media-amazon.com/images/M/MV5BMjExNzA4MDYxN15BMl5BanBnXkFtZTcwOTI1MDAxOQ@@._V1_.jpg
Maksim Munzuk,https://www.imdb.com/name/nm0613364/,🇷🇺,https://m.media-amazon.com/images/M/MV5BMTMwODc1MDM3MV5BMl5BanBnXkFtZTcwNDY1NjEzNA@@._V1_.jpg
Yuriy Solomin,https://www.imdb.com/name/nm0813272/,🇷🇺,https://m.media-amazon.com/images/M/MV5BNjQyMmNlNTgtYzIyMS00MTU4LWE3YzItNjYxOTllODdkNWY3XkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_.jpg
Mikhail Bychkov,https://www.imdb.com/name/nm0125730/,🇷🇺,https://m.media-amazon.com/images/M/MV5BM2ZiMzM1NWUtMTZlMC00ZDFkLTk4NDctMzViYzExZjA2NzkzXkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_.jpg
Vladimir Khrulyov,https://www.imdb.com/name/nm1276196/,NA,N/A
Scott Weinger,https://www.imdb.com/name/nm0918334/,USA,https://m.media-amazon.com/images/M/MV5BYTQ4NjA5ZTAtZjczYy00YTI0LWJmNzYtZmIyNmEyOGEyMmRjXkEyXkFqcGdeQXVyMTY2Njg1NDA@._V1_.jpg
Robin Williams,https://www.imdb.com/name/nm0000245/,USA,https://m.media-amazon.com/images/M/MV5BNTYzMjc2Mjg4MF5BMl5BanBnXkFtZTcwODc1OTQwNw@@._V1_.jpg
